,date,AOD_550_maiac_mean_60,AOD_550_AER_mean_60,AOD_550_maiac_mean_61,AOD_550_AER_mean_61
183,31/1/2017,0.16743,0.340663958,0.31975,0.340663958
185,2/2/2017,0.19505,0.287111126,0.229,0.287111126
186,4/2/2017,0.2228,0.467841052,0.36175,0.467841052
187,7/2/2017,0.17821,0.242013894,0.153375,0.242013894
188,9/2/2017,0.18133,0.071062042,0.01725,0.071062042
189,15/2/2017,0.18956,0.11490254,0.09175,0.11490254
191,17/2/2017,0.131425,0.062885921,0.08875,0.062885921
192,22/2/2017,0.19324,0.18191156,0.18,0.18191156
193,23/2/2017,0.15915,0.165747972,0.16125,0.165747972
195,25/2/2017,0.2012,0.290784979,0.346,0.394398229
196,26/2/2017,0.13048,0.116110814,0.114375,0.116110814
197,27/2/2017,0.22098,0.186930145,0.1955,0.239966988
198,28/2/2017,0.14082,0.165783626,0.1735,0.165783626
199,1/3/2017,0.23558,0.182447753,0.19025,0.228009668
200,2/3/2017,0.22978,0.219115205,0.26775,0.219115205
201,3/3/2017,0.19661,0.275840008,0.289165,0.275840008
202,4/3/2017,0.19222,0.326837437,0.30025,0.326837437
204,8/3/2017,0.23885,0.425995217,0.37125,0.425995217
205,9/3/2017,0.16163,0.45404381,0.40925,0.45404381
206,17/3/2017,0.2415,0.217579144,0.22425,0.217579144
207,20/3/2017,0.19413,0.095478257,0.05025,0.095478257
208,21/3/2017,0.13274,0.103622726,0.10875,0.103622726
209,22/3/2017,0.23155,0.12071154,0.0485,0.12071154
210,23/3/2017,0.130715,0.14228252,0.091375,0.14228252
211,24/3/2017,0.23653,0.212042118,0.23875,0.212042118
212,25/3/2017,0.1544,0.15161829,0.11325,0.15161829
213,26/3/2017,0.2378,0.162752467,0.2345,0.162752467
214,27/3/2017,0.18078,0.131705618,0.09025,0.131705618
215,29/3/2017,0.232425,0.123385139,0.074375,0.123385139
216,30/3/2017,0.13305,0.146788705,0.1525,0.146788705
217,1/4/2017,0.14555,0.108021674,0.0585,0.108021674
218,2/4/2017,0.207235,0.12288515,0.1365,0.12288515
219,4/4/2017,0.19789,0.184751125,0.21775,0.184751125
220,5/4/2017,0.20995,0.320342637,0.402,0.340658767
222,7/4/2017,0.2539,0.33397231,0.31675,0.33397231
223,10/4/2017,0.16182,0.276976222,0.329,0.276976222
224,11/4/2017,0.22755,0.46597999,0.4285,0.46597999
225,12/4/2017,0.21634,0.235737551,0.1995,0.235737551
226,16/4/2017,0.24828,0.207515655,0.2625,0.207515655
227,20/4/2017,0.19106,0.161750966,0.181375,0.161750966
228,21/4/2017,0.22015,0.326527489,0.2855,0.326527489
229,22/4/2017,0.133615,0.195848591,0.230875,0.195848591
230,23/4/2017,0.259,0.353217483,0.23875,0.353217483
